referenceid,endpoint,resolverid,displaycolor
riseoflegions,https://riseoflegions.gamepedia.com/api.php,generic,"!random"
sunrider,https://sunrider.gamepedia.com/api.php,generic,"!random"
outerwilds,https://outerwilds.gamepedia.com/api.php,generic,"!random"
sinoalice,https://sinoalice.gamepedia.com/api.php,generic,"!random"
evoland,https://evoland.gamepedia.com/api.php,generic,"!random"
politicalmachine,https://politicalmachine.gamepedia.com/api.php,generic,"!random"
streamline,https://streamline.gamepedia.com/api.php,generic,"!random"
purefarming2018,https://purefarming2018.gamepedia.com/api.php,generic,"!random"
theendlessmission,https://theendlessmission.gamepedia.com/api.php,generic,"!random"
kingdomsandcastles,https://kingdomsandcastles.gamepedia.com/api.php,generic,"!random"
boxingstar,https://boxingstar.gamepedia.com/api.php,generic,"!random"
emberstrike,https://emberstrike.gamepedia.com/api.php,generic,"!random"
theculling,https://theculling.gamepedia.com/api.php,generic,"!random"
shopheroes,https://shopheroes.gamepedia.com/api.php,generic,"!random"
wartide,https://wartide.gamepedia.com/api.php,generic,"!random"
theswordsofditto,https://theswordsofditto.gamepedia.com/api.php,generic,"!random"
fracturedspace,https://fracturedspace.gamepedia.com/api.php,generic,"!random"
bloodsportstv,https://bloodsportstv.gamepedia.com/api.php,generic,"!random"
avorion,https://avorion.gamepedia.com/api.php,generic,"!random"
edgeofeternity,https://edgeofeternity.gamepedia.com/api.php,generic,"!random"
blackdesertonline,https://blackdesertonline.gamepedia.com/api.php,generic,"!random"
champsbattlegrounds,https://champsbattlegrounds.gamepedia.com/api.php,generic,"!random"
theorder1886,https://theorder1886.gamepedia.com/api.php,generic,"!random"
jurassicworldevolution,https://jurassicworldevolution.gamepedia.com/api.php,generic,"!random"
elteriaadventures,https://elteriaadventures.gamepedia.com/api.php,generic,"!random"
dirtbagsmotorclub,https://dirtbagsmotorclub.gamepedia.com/api.php,generic,"!random"
battlebay,https://battlebay.gamepedia.com/api.php,generic,"!random"
echoofsoul,https://echoofsoul.gamepedia.com/api.php,generic,"!random"
rebelgalaxy,https://rebelgalaxy.gamepedia.com/api.php,generic,"!random"
dungeonchopchop,https://dungeonchopchop.gamepedia.com/api.php,generic,"!random"
blazingbeaks,https://blazingbeaks.gamepedia.com/api.php,generic,"!random"
pewdiepiestubersimulator,https://pewdiepiestubersimulator.gamepedia.com/api.php,generic,"!random"
championsofbreakfast,https://championsofbreakfast.gamepedia.com/api.php,generic,"!random"
manowarcorsair,https://manowarcorsair.gamepedia.com/api.php,generic,"!random"
thefinalstation,https://thefinalstation.gamepedia.com/api.php,generic,"!random"
destinychild,https://destinychild.gamepedia.com/api.php,generic,"!random"
spacetyrant,https://spacetyrant.gamepedia.com/api.php,generic,"!random"
age-of-aincrad,https://age-of-aincrad.gamepedia.com/api.php,generic,"!random"
bloodborne,https://bloodborne.gamepedia.com/api.php,generic,"!random"
worldofspeed,https://worldofspeed.gamepedia.com/api.php,generic,"!random"
asura,https://asura.gamepedia.com/api.php,generic,"!random"
insomnia,https://insomnia.gamepedia.com/api.php,generic,"!random"
zeusbattlegrounds,https://zeusbattlegrounds.gamepedia.com/api.php,generic,"!random"
foundation,https://foundation.gamepedia.com/api.php,generic,"!random"
circleempires,https://circleempires.gamepedia.com/api.php,generic,"!random"
onmyoji,https://onmyoji.gamepedia.com/api.php,generic,"!random"
startrekarmada3,https://startrekarmada3.gamepedia.com/api.php,generic,"!random"
lethispop,https://lethispop.gamepedia.com/api.php,generic,"!random"
terreneodyssey,https://terreneodyssey.gamepedia.com/api.php,generic,"!random"
alchemicjousts,https://alchemicjousts.gamepedia.com/api.php,generic,"!random"
stateofdecay,https://stateofdecay.gamepedia.com/api.php,generic,"!random"
voidbastards,https://voidbastards.gamepedia.com/api.php,generic,"!random"
starforge,https://starforge.gamepedia.com/api.php,generic,"!random"
pixelpiracy,https://pixelpiracy.gamepedia.com/api.php,generic,"!random"
defiance2050,https://defiance2050.gamepedia.com/api.php,generic,"!random"
thevoid,https://thevoid.gamepedia.com/api.php,generic,"!random"
voxeltycoon,https://voxeltycoon.gamepedia.com/api.php,generic,"!random"
offworldtradingcompany,https://offworldtradingcompany.gamepedia.com/api.php,generic,"!random"
theskies,https://theskies.gamepedia.com/api.php,generic,"!random"
syntheticworld,https://syntheticworld.gamepedia.com/api.php,generic,"!random"
alienisolation,https://alienisolation.gamepedia.com/api.php,generic,"!random"
adventuresoftree,https://adventuresoftree.gamepedia.com/api.php,generic,"!random"
ancestorslegacy,https://ancestorslegacy.gamepedia.com/api.php,generic,"!random"
thebeginnersguide,https://thebeginnersguide.gamepedia.com/api.php,generic,"!random"
hellion,https://hellion.gamepedia.com/api.php,generic,"!random"
frogdice,https://frogdice.gamepedia.com/api.php,generic,"!random"
theyarebillions,https://theyarebillions.gamepedia.com/api.php,generic,"!random"
titanfallassault,https://titanfallassault.gamepedia.com/api.php,generic,"!random"
fireprowrestlingworld,https://fireprowrestlingworld.gamepedia.com/api.php,generic,"!random"
warlordsawakening,https://warlordsawakening.gamepedia.com/api.php,generic,"!random"
forgottenmyths,https://forgottenmyths.gamepedia.com/api.php,generic,"!random"
xcom,https://xcom.gamepedia.com/api.php,generic,"!random"
thefinalstand,https://thefinalstand.gamepedia.com/api.php,generic,"!random"
immortalredneck,https://immortalredneck.gamepedia.com/api.php,generic,"!random"
warofthevisions,https://warofthevisions.gamepedia.com/api.php,generic,"!random"
caveblazers,https://caveblazers.gamepedia.com/api.php,generic,"!random"
renownedexplorers,https://renownedexplorers.gamepedia.com/api.php,generic,"!random"
farmingsimulator2019,https://farmingsimulator2019.gamepedia.com/api.php,generic,"!random"
littlewaronline,https://littlewaronline.gamepedia.com/api.php,generic,"!random"
zombsio,https://zombsio.gamepedia.com/api.php,generic,"!random"
strandedsails,https://strandedsails.gamepedia.com/api.php,generic,"!random"
templarbattleforce,https://templarbattleforce.gamepedia.com/api.php,generic,"!random"
massivechalice,https://massivechalice.gamepedia.com/api.php,generic,"!random"
tboiunderthepit,https://tboiunderthepit.gamepedia.com/api.php,generic,"!random"
firewatch,https://firewatch.gamepedia.com/api.php,generic,"!random"
thecrew,https://thecrew.gamepedia.com/api.php,generic,"!random"
deathsgambit,https://deathsgambit.gamepedia.com/api.php,generic,"!random"
thiswarofmine,https://thiswarofmine.gamepedia.com/api.php,generic,"!random"
cryptofights,https://cryptofights.gamepedia.com/api.php,generic,"!random"
forceofguardians,https://forceofguardians.gamepedia.com/api.php,generic,"!random"
ancientcreed,https://ancientcreed.gamepedia.com/api.php,generic,"!random"
digimonlinks,https://digimonlinks.gamepedia.com/api.php,generic,"!random"
halcyon6,https://halcyon6.gamepedia.com/api.php,generic,"!random"
awizardslizard,https://awizardslizard.gamepedia.com/api.php,generic,"!random"
mydream,https://mydream.gamepedia.com/api.php,generic,"!random"
torchlightfrontiers,https://torchlightfrontiers.gamepedia.com/api.php,generic,"!random"
towermadness,https://towermadness.gamepedia.com/api.php,generic,"!random"
ahouseofmanydoors,https://ahouseofmanydoors.gamepedia.com/api.php,generic,"!random"
untitledgoosegame,https://untitledgoosegame.gamepedia.com/api.php,generic,"!random"
airportceo,https://airportceo.gamepedia.com/api.php,generic,"!random"
supremeruler,https://supremeruler.gamepedia.com/api.php,generic,"!random"
grandagesmedieval,https://grandagesmedieval.gamepedia.com/api.php,generic,"!random"
parkitect,https://parkitect.gamepedia.com/api.php,generic,"!random"
aftercharge,https://aftercharge.gamepedia.com/api.php,generic,"!random"
universesandbox,https://universesandbox.gamepedia.com/api.php,generic,"!random"
vainglory,https://vainglory.gamepedia.com/api.php,generic,"!random"
dusk,https://dusk.gamepedia.com/api.php,generic,"!random"
meeplestation,https://meeplestation.gamepedia.com/api.php,generic,"!random"
sheltered,https://sheltered.gamepedia.com/api.php,generic,"!random"
projecthighrise,https://projecthighrise.gamepedia.com/api.php,generic,"!random"
deeeepio,https://deeeepio.gamepedia.com/api.php,generic,"!random"
settlements,https://settlements.gamepedia.com/api.php,generic,"!random"
mordhau,https://mordhau.gamepedia.com/api.php,generic,"!random"
scpexoneration,https://scpexoneration.gamepedia.com/api.php,generic,"!random"
digimonrearise,https://digimonrearise.gamepedia.com/api.php,generic,"!random"
folktale,https://folktale.gamepedia.com/api.php,generic,"!random"
bombshell,https://bombshell.gamepedia.com/api.php,generic,"!random"
relegion,https://relegion.gamepedia.com/api.php,generic,"!random"
ironmarines,https://ironmarines.gamepedia.com/api.php,generic,"!random"
adventuretimebattleparty,https://adventuretimebattleparty.gamepedia.com/api.php,generic,"!random"
patterns,https://patterns.gamepedia.com/api.php,generic,"!random"
pokkentournament,https://pokkentournament.gamepedia.com/api.php,generic,"!random"
transitkingtycoon,https://transitkingtycoon.gamepedia.com/api.php,generic,"!random"
ultimatestbattle-fr,https://ultimatestbattle-fr.gamepedia.com/api.php,generic,"!random"
overfall,https://overfall.gamepedia.com/api.php,generic,"!random"
simairport,https://simairport.gamepedia.com/api.php,generic,"!random"
battlechasersnightwar,https://battlechasersnightwar.gamepedia.com/api.php,generic,"!random"
ashen,https://ashen.gamepedia.com/api.php,generic,"!random"
kingsknight,https://kingsknight.gamepedia.com/api.php,generic,"!random"
tribesofmidgard,https://tribesofmidgard.gamepedia.com/api.php,generic,"!random"
strangerthingsthegame,https://strangerthingsthegame.gamepedia.com/api.php,generic,"!random"
ahatintime,https://ahatintime.gamepedia.com/api.php,generic,"!random"
elysium,https://elysium.gamepedia.com/api.php,generic,"!random"
dotaautochess,https://dotaautochess.gamepedia.com/api.php,generic,"!random"
fortresscraft,https://fortresscraft.gamepedia.com/api.php,generic,"!random"
heatsignature,https://heatsignature.gamepedia.com/api.php,generic,"!random"
soulreversezero,https://soulreversezero.gamepedia.com/api.php,generic,"!random"
minecraftservers,https://minecraftservers.gamepedia.com/api.php,generic,"!random"
dieyoung,https://dieyoung.gamepedia.com/api.php,generic,"!random"
chromasquad,https://chromasquad.gamepedia.com/api.php,generic,"!random"
ageofwushudynasty,https://ageofwushudynasty.gamepedia.com/api.php,generic,"!random"
thecastledoctrine,https://thecastledoctrine.gamepedia.com/api.php,generic,"!random"
chronoclysm,https://chronoclysm.gamepedia.com/api.php,generic,"!random"
overload,https://overload.gamepedia.com/api.php,generic,"!random"
valkyrieprofilelenneth,https://valkyrieprofilelenneth.gamepedia.com/api.php,generic,"!random"
transarctica,https://transarctica.gamepedia.com/api.php,generic,"!random"
weaponographist,https://weaponographist.gamepedia.com/api.php,generic,"!random"
outlast,https://outlast.gamepedia.com/api.php,generic,"!random"
newfrontier,https://newfrontier.gamepedia.com/api.php,generic,"!random"
mutantyearzero,https://mutantyearzero.gamepedia.com/api.php,generic,"!random"
riseofindustry,https://riseofindustry.gamepedia.com/api.php,generic,"!random"
immure,https://immure.gamepedia.com/api.php,generic,"!random"
toothandtail,https://toothandtail.gamepedia.com/api.php,generic,"!random"
unturned,https://unturned.gamepedia.com/api.php,generic,"!random"
supersenso,https://supersenso.gamepedia.com/api.php,generic,"!random"
adventurermanager,https://adventurermanager.gamepedia.com/api.php,generic,"!random"
fo4horizon,https://fo4horizon.gamepedia.com/api.php,generic,"!random"
conanunconquered,https://conanunconquered.gamepedia.com/api.php,generic,"!random"
dustwind,https://dustwind.gamepedia.com/api.php,generic,"!random"
darkcolony,https://darkcolony.gamepedia.com/api.php,generic,"!random"
iislandsofwar,https://iislandsofwar.gamepedia.com/api.php,generic,"!random"
monstercrown,https://monstercrown.gamepedia.com/api.php,generic,"!random"
artofconquest,https://artofconquest.gamepedia.com/api.php,generic,"!random"
raidworldwar2,https://raidworldwar2.gamepedia.com/api.php,generic,"!random"
taleoftoast,https://taleoftoast.gamepedia.com/api.php,generic,"!random"
dragonballlegends,https://dragonballlegends.gamepedia.com/api.php,generic,"!random"
chibifighters,https://chibifighters.gamepedia.com/api.php,generic,"!random"
ourworld,https://ourworld.gamepedia.com/api.php,generic,"!random"
candybox2,https://candybox2.gamepedia.com/api.php,generic,"!random"
driftland,https://driftland.gamepedia.com/api.php,generic,"!random"
thebeastinside,https://thebeastinside.gamepedia.com/api.php,generic,"!random"
nomnomgalaxy,https://nomnomgalaxy.gamepedia.com/api.php,generic,"!random"
howtosurvive,https://howtosurvive.gamepedia.com/api.php,generic,"!random"
thegreatgaias,https://thegreatgaias.gamepedia.com/api.php,generic,"!random"
grimmnotes,https://grimmnotes.gamepedia.com/api.php,generic,"!random"
eternalcrusade,https://eternalcrusade.gamepedia.com/api.php,generic,"!random"
vampyr,https://vampyr.gamepedia.com/api.php,generic,"!random"
ashesofthesingularity,https://ashesofthesingularity.gamepedia.com/api.php,generic,"!random"
onmyown,https://onmyown.gamepedia.com/api.php,generic,"!random"
chkn,https://chkn.gamepedia.com/api.php,generic,"!random"
callofdutywwii,https://callofdutywwii.gamepedia.com/api.php,generic,"!random"
deltarune,https://deltarune.gamepedia.com/api.php,generic,"!random"
dungeonsouls,https://dungeonsouls.gamepedia.com/api.php,generic,"!random"
fiz,https://fiz.gamepedia.com/api.php,generic,"!random"
piratesoftheenchiridion,https://piratesoftheenchiridion.gamepedia.com/api.php,generic,"!random"
volcanoids,https://volcanoids.gamepedia.com/api.php,generic,"!random"
interstellaria,https://interstellaria.gamepedia.com/api.php,generic,"!random"
herossong,https://herossong.gamepedia.com/api.php,generic,"!random"
railroadcorporation,https://railroadcorporation.gamepedia.com/api.php,generic,"!random"
shortesttriptoearth,https://shortesttriptoearth.gamepedia.com/api.php,generic,"!random"
goldenrush,https://goldenrush.gamepedia.com/api.php,generic,"!random"
seashine,https://seashine.gamepedia.com/api.php,generic,"!random"
bardstale,https://bardstale.gamepedia.com/api.php,generic,"!random"
axe,https://axe.gamepedia.com/api.php,generic,"!random"
rulesofsurvival,https://rulesofsurvival.gamepedia.com/api.php,generic,"!random"
neonchrome,https://neonchrome.gamepedia.com/api.php,generic,"!random"
genesisalphaone,https://genesisalphaone.gamepedia.com/api.php,generic,"!random"
ogat,https://ogat.gamepedia.com/api.php,generic,"!random"
questforinfamy,https://questforinfamy.gamepedia.com/api.php,generic,"!random"
anodyne,https://anodyne.gamepedia.com/api.php,generic,"!random"
bigpharma,https://bigpharma.gamepedia.com/api.php,generic,"!random"
atlasreactor,https://atlasreactor.gamepedia.com/api.php,generic,"!random"
thunderrunwarofclans,https://thunderrunwarofclans.gamepedia.com/api.php,generic,"!random"
bocproject,https://bocproject.gamepedia.com/api.php,generic,"!random"
mok,https://mok.gamepedia.com/api.php,generic,"!random"
warmachine,https://warmachine.gamepedia.com/api.php,generic,"!random"
insurgencysandstorm,https://insurgencysandstorm.gamepedia.com/api.php,generic,"!random"
impactwinter,https://impactwinter.gamepedia.com/api.php,generic,"!random"
lordsoftheblacksun,https://lordsoftheblacksun.gamepedia.com/api.php,generic,"!random"
monstercastle,https://monstercastle.gamepedia.com/api.php,generic,"!random"
murderouspursuits,https://murderouspursuits.gamepedia.com/api.php,generic,"!random"
thenorwoodsuite,https://thenorwoodsuite.gamepedia.com/api.php,generic,"!random"
thedragonteam,https://thedragonteam.gamepedia.com/api.php,generic,"!random"
regionsofruin,https://regionsofruin.gamepedia.com/api.php,generic,"!random"
arcanium,https://arcanium.gamepedia.com/api.php,generic,"!random"
gutsandglory,https://gutsandglory.gamepedia.com/api.php,generic,"!random"
legodimensions,https://legodimensions.gamepedia.com/api.php,generic,"!random"
angelswithscalywings,https://angelswithscalywings.gamepedia.com/api.php,generic,"!random"
onemillionworlds,https://onemillionworlds.gamepedia.com/api.php,generic,"!random"
durango,https://durango.gamepedia.com/api.php,generic,"!random"
transportfever,https://transportfever.gamepedia.com/api.php,generic,"!random"
dragonevo,https://dragonevo.gamepedia.com/api.php,generic,"!random"
roguelegacy,https://roguelegacy.gamepedia.com/api.php,generic,"!random"
tokyodark,https://tokyodark.gamepedia.com/api.php,generic,"!random"
heroesofventuria,https://heroesofventuria.gamepedia.com/api.php,generic,"!random"
steep,https://steep.gamepedia.com/api.php,generic,"!random"
killingfloor2,https://killingfloor2.gamepedia.com/api.php,generic,"!random"
thatwhichsleeps,https://thatwhichsleeps.gamepedia.com/api.php,generic,"!random"
castlestory,https://castlestory.gamepedia.com/api.php,generic,"!random"
blackwake,https://blackwake.gamepedia.com/api.php,generic,"!random"
ashofgods,https://ashofgods.gamepedia.com/api.php,generic,"!random"
zombsroyaleio,https://zombsroyaleio.gamepedia.com/api.php,generic,"!random"
universalpaperclips,https://universalpaperclips.gamepedia.com/api.php,generic,"!random"
dungreed,https://dungreed.gamepedia.com/api.php,generic,"!random"
productionline,https://productionline.gamepedia.com/api.php,generic,"!random"
bestiary,https://bestiary.gamepedia.com/api.php,generic,"!random"
dwelvers,https://dwelvers.gamepedia.com/api.php,generic,"!random"
flamevsblaze,https://flamevsblaze.gamepedia.com/api.php,generic,"!random"
sigmatheory,https://sigmatheory.gamepedia.com/api.php,generic,"!random"
ipecacmod,https://ipecacmod.gamepedia.com/api.php,generic,"!random"
onelatenight,https://onelatenight.gamepedia.com/api.php,generic,"!random"
tacoma,https://tacoma.gamepedia.com/api.php,generic,"!random"
armello,https://armello.gamepedia.com/api.php,generic,"!random"
superdungeonbros,https://superdungeonbros.gamepedia.com/api.php,generic,"!random"
exoheroes,https://exoheroes.gamepedia.com/api.php,generic,"!random"
astralterra,https://astralterra.gamepedia.com/api.php,generic,"!random"
windborne,https://windborne.gamepedia.com/api.php,generic,"!random"
legendsofdawn,https://legendsofdawn.gamepedia.com/api.php,generic,"!random"
windforge,https://windforge.gamepedia.com/api.php,generic,"!random"
mopeio,https://mopeio.gamepedia.com/api.php,generic,"!random"
virtualrogue,https://virtualrogue.gamepedia.com/api.php,generic,"!random"
costumequest,https://costumequest.gamepedia.com/api.php,generic,"!random"
fearthewolves,https://fearthewolves.gamepedia.com/api.php,generic,"!random"
amidevil,https://amidevil.gamepedia.com/api.php,generic,"!random"
spacepioneer,https://spacepioneer.gamepedia.com/api.php,generic,"!random"
skyknights,https://skyknights.gamepedia.com/api.php,generic,"!random"
ashesofcreation,https://ashesofcreation.gamepedia.com/api.php,generic,"!random"
atomicbrawl,https://atomicbrawl.gamepedia.com/api.php,generic,"!random"
thehinterlands,https://thehinterlands.gamepedia.com/api.php,generic,"!random"
secondchanceheroes,https://secondchanceheroes.gamepedia.com/api.php,generic,"!random"
cryptark,https://cryptark.gamepedia.com/api.php,generic,"!random"
cattleandcrops,https://cattleandcrops.gamepedia.com/api.php,generic,"!random"
lightbearers,https://lightbearers.gamepedia.com/api.php,generic,"!random"
revolve8,https://revolve8.gamepedia.com/api.php,generic,"!random"
revhead,https://revhead.gamepedia.com/api.php,generic,"!random"
viridi,https://viridi.gamepedia.com/api.php,generic,"!random"
islandsofnyne,https://islandsofnyne.gamepedia.com/api.php,generic,"!random"
fishingbarentssea,https://fishingbarentssea.gamepedia.com/api.php,generic,"!random"
purrfectdate,https://purrfectdate.gamepedia.com/api.php,generic,"!random"
airshipsconquertheskies,https://airshipsconquertheskies.gamepedia.com/api.php,generic,"!random"
transistor,https://transistor.gamepedia.com/api.php,generic,"!random"
thekindred,https://thekindred.gamepedia.com/api.php,generic,"!random"
dragonstrike,https://dragonstrike.gamepedia.com/api.php,generic,"!random"
stygian,https://stygian.gamepedia.com/api.php,generic,"!random"
forced,https://forced.gamepedia.com/api.php,generic,"!random"
evonythekingsreturn,https://evonythekingsreturn.gamepedia.com/api.php,generic,"!random"
theexorcistlegion,https://theexorcistlegion.gamepedia.com/api.php,generic,"!random"
giftofparthax,https://giftofparthax.gamepedia.com/api.php,generic,"!random"
swapsandtraps,https://swapsandtraps.gamepedia.com/api.php,generic,"!random"
il2sturmovik,https://il2sturmovik.gamepedia.com/api.php,generic,"!random"
undertale,https://undertale.gamepedia.com/api.php,generic,"!random"
ironharvest,https://ironharvest.gamepedia.com/api.php,generic,"!random"
lostsphear,https://lostsphear.gamepedia.com/api.php,generic,"!random"
besiege,https://besiege.gamepedia.com/api.php,generic,"!random"
factorio,https://factorio.gamepedia.com/api.php,generic,"!random"
horizon,https://horizon.gamepedia.com/api.php,generic,"!random"
eador,https://eador.gamepedia.com/api.php,generic,"!random"
dissidiafinalfantasynt,https://dissidiafinalfantasynt.gamepedia.com/api.php,generic,"!random"
quarantine,https://quarantine.gamepedia.com/api.php,generic,"!random"
projectargo,https://projectargo.gamepedia.com/api.php,generic,"!random"
warcube,https://warcube.gamepedia.com/api.php,generic,"!random"
kurtzpel,https://kurtzpel.gamepedia.com/api.php,generic,"!random"
rad,https://rad.gamepedia.com/api.php,generic,"!random"
laserleague,https://laserleague.gamepedia.com/api.php,generic,"!random"
pocketplatoons,https://pocketplatoons.gamepedia.com/api.php,generic,"!random"
gar,https://gar.gamepedia.com/api.php,generic,"!random"
steredenn,https://steredenn.gamepedia.com/api.php,generic,"!random"
superdoggosnacktime,https://superdoggosnacktime.gamepedia.com/api.php,generic,"!random"
simpleplanes,https://simpleplanes.gamepedia.com/api.php,generic,"!random"
tubetycoon,https://tubetycoon.gamepedia.com/api.php,generic,"!random"
germaniummod,https://germaniummod.gamepedia.com/api.php,generic,"!random"
novusaeterno,https://novusaeterno.gamepedia.com/api.php,generic,"!random"
wormswmd,https://wormswmd.gamepedia.com/api.php,generic,"!random"
altamar,https://altamar.gamepedia.com/api.php,generic,"!random"
torchlight,https://torchlight.gamepedia.com/api.php,generic,"!random"
wrongworld,https://wrongworld.gamepedia.com/api.php,generic,"!random"
grip,https://grip.gamepedia.com/api.php,generic,"!random"
shining,https://shining.gamepedia.com/api.php,generic,"!random"
tacticool,https://tacticool.gamepedia.com/api.php,generic,"!random"
battlestargalacticadeadlock,https://battlestargalacticadeadlock.gamepedia.com/api.php,generic,"!random"
minimum,https://minimum.gamepedia.com/api.php,generic,"!random"
thelastguardian,https://thelastguardian.gamepedia.com/api.php,generic,"!random"
atomicrops,https://atomicrops.gamepedia.com/api.php,generic,"!random"
dungeondefense,https://dungeondefense.gamepedia.com/api.php,generic,"!random"
prodigygame,https://prodigygame.gamepedia.com/api.php,generic,"!random"
shadwen,https://shadwen.gamepedia.com/api.php,generic,"!random"
secretsofgrindea,https://secretsofgrindea.gamepedia.com/api.php,generic,"!random"
newdawn,https://newdawn.gamepedia.com/api.php,generic,"!random"
heathen,https://heathen.gamepedia.com/api.php,generic,"!random"
impire,https://impire.gamepedia.com/api.php,generic,"!random"
robotarena3,https://robotarena3.gamepedia.com/api.php,generic,"!random"
slayawaycamp,https://slayawaycamp.gamepedia.com/api.php,generic,"!random"
aggressorsancientrome,https://aggressorsancientrome.gamepedia.com/api.php,generic,"!random"
theouterworlds,https://theouterworlds.gamepedia.com/api.php,generic,"!random"
spacebasedf9,https://spacebasedf9.gamepedia.com/api.php,generic,"!random"
strafe,https://strafe.gamepedia.com/api.php,generic,"!random"
beyondfleshandblood,https://beyondfleshandblood.gamepedia.com/api.php,generic,"!random"
navalaction,https://navalaction.gamepedia.com/api.php,generic,"!random"
paganonline,https://paganonline.gamepedia.com/api.php,generic,"!random"
boxbot,https://boxbot.gamepedia.com/api.php,generic,"!random"
rimworldavp,https://rimworldavp.gamepedia.com/api.php,generic,"!random"
underworldascendant,https://underworldascendant.gamepedia.com/api.php,generic,"!random"
effie,https://effie.gamepedia.com/api.php,generic,"!random"
miscreated,https://miscreated.gamepedia.com/api.php,generic,"!random"
fallenlegion,https://fallenlegion.gamepedia.com/api.php,generic,"!random"
egglia,https://egglia.gamepedia.com/api.php,generic,"!random"
40winks,https://40winks.gamepedia.com/api.php,generic,"!random"
ravenfield,https://ravenfield.gamepedia.com/api.php,generic,"!random"
zgirls,https://zgirls.gamepedia.com/api.php,generic,"!random"
oxenfree,https://oxenfree.gamepedia.com/api.php,generic,"!random"
circuitsandshields,https://circuitsandshields.gamepedia.com/api.php,generic,"!random"
hegemony,https://hegemony.gamepedia.com/api.php,generic,"!random"
concretejungle,https://concretejungle.gamepedia.com/api.php,generic,"!random"
demonsage,https://demonsage.gamepedia.com/api.php,generic,"!random"
iconoclasts,https://iconoclasts.gamepedia.com/api.php,generic,"!random"
andthenitateyou,https://andthenitateyou.gamepedia.com/api.php,generic,"!random"
daymare1998,https://daymare1998.gamepedia.com/api.php,generic,"!random"
autoage,https://autoage.gamepedia.com/api.php,generic,"!random"
medievalengineers,https://medievalengineers.gamepedia.com/api.php,generic,"!random"
iconscombatarena,https://iconscombatarena.gamepedia.com/api.php,generic,"!random"
browndust,https://browndust.gamepedia.com/api.php,generic,"!random"
childrenofzodiarcs,https://childrenofzodiarcs.gamepedia.com/api.php,generic,"!random"
twohoursonelife,https://twohoursonelife.gamepedia.com/api.php,generic,"!random"
ascentinfiniterealm,https://ascentinfiniterealm.gamepedia.com/api.php,generic,"!random"
gearstorm,https://gearstorm.gamepedia.com/api.php,generic,"!random"
trover,https://trover.gamepedia.com/api.php,generic,"!random"
starstable,https://starstable.gamepedia.com/api.php,generic,"!random"
betathegame,https://betathegame.gamepedia.com/api.php,generic,"!random"
brokenage,https://brokenage.gamepedia.com/api.php,generic,"!random"
nexustk,https://nexustk.gamepedia.com/api.php,generic,"!random"
endingdays,https://endingdays.gamepedia.com/api.php,generic,"!random"
lastoasis,https://lastoasis.gamepedia.com/api.php,generic,"!random"
renegade-x,https://renegade-x.gamepedia.com/api.php,generic,"!random"
rebuild,https://rebuild.gamepedia.com/api.php,generic,"!random"
paranauticalactivity,https://paranauticalactivity.gamepedia.com/api.php,generic,"!random"
planetrism,https://planetrism.gamepedia.com/api.php,generic,"!random"
conanchopchop,https://conanchopchop.gamepedia.com/api.php,generic,"!random"
notmycar,https://notmycar.gamepedia.com/api.php,generic,"!random"
worldwar3,https://worldwar3.gamepedia.com/api.php,generic,"!random"
granny,https://granny.gamepedia.com/api.php,generic,"!random"
dolmen,https://dolmen.gamepedia.com/api.php,generic,"!random"
royalblood,https://royalblood.gamepedia.com/api.php,generic,"!random"
hideandshriek,https://hideandshriek.gamepedia.com/api.php,generic,"!random"
pvzheroes,https://pvzheroes.gamepedia.com/api.php,generic,"!random"
themandate,https://themandate.gamepedia.com/api.php,generic,"!random"
ayearofrain,https://ayearofrain.gamepedia.com/api.php,generic,"!random"
owlboy,https://owlboy.gamepedia.com/api.php,generic,"!random"
sos,https://sos.gamepedia.com/api.php,generic,"!random"
littlewargame,https://littlewargame.gamepedia.com/api.php,generic,"!random"
stellaroverload,https://stellaroverload.gamepedia.com/api.php,generic,"!random"
aowplanetfall,https://aowplanetfall.gamepedia.com/api.php,generic,"!random"
ourworldofpixels,https://ourworldofpixels.gamepedia.com/api.php,generic,"!random"
iavh,https://iavh.gamepedia.com/api.php,generic,"!random"
warshipbattle3d,https://warshipbattle3d.gamepedia.com/api.php,generic,"!random"
disneyheroes,https://disneyheroes.gamepedia.com/api.php,generic,"!random"
theguild3,https://theguild3.gamepedia.com/api.php,generic,"!random"
victorycommand,https://victorycommand.gamepedia.com/api.php,generic,"!random"
windward,https://windward.gamepedia.com/api.php,generic,"!random"
thelasttinker,https://thelasttinker.gamepedia.com/api.php,generic,"!random"
sevtechages,https://sevtechages.gamepedia.com/api.php,generic,"!random"
chaosmasters,https://chaosmasters.gamepedia.com/api.php,generic,"!random"
rwby,https://rwby.gamepedia.com/api.php,generic,"!random"
livelock,https://livelock.gamepedia.com/api.php,generic,"!random"
beatcop,https://beatcop.gamepedia.com/api.php,generic,"!random"
blackthefall,https://blackthefall.gamepedia.com/api.php,generic,"!random"
weedcraft,https://weedcraft.gamepedia.com/api.php,generic,"!random"
onraid,https://onraid.gamepedia.com/api.php,generic,"!random"
thecolonists,https://thecolonists.gamepedia.com/api.php,generic,"!random"
override,https://override.gamepedia.com/api.php,generic,"!random"
blackcloverquartetknights,https://blackcloverquartetknights.gamepedia.com/api.php,generic,"!random"
resonantops,https://resonantops.gamepedia.com/api.php,generic,"!random"
